Densité de Bisounours,Fréquence d'apparition de la couleur jaune,Violence exprimée
7.82,1.5397375895,1.6220210791
7.83,1.5399201418,1.6221958604
7.84,1.5401027591,1.6223707061
7.85,1.5402854413,1.6225456163
7.86,1.5404681886,1.622720591
7.87,1.540651001,1.6228956302
7.88,1.5408338784,1.623070734
7.89,1.541016821,1.6232459024
7.9,1.5411998287,1.6234211355
7.91,1.5413829017,1.6235964333
7.92,1.5415660399,1.6237717958
7.93,1.5417492435,1.6239472231
7.94,1.5419325123,1.6241227152
7.95,1.5421158466,1.6242982722
7.96,1.5422992462,1.624473894
7.97,1.5424827113,1.6246495808
7.98,1.5426662419,1.6248253326
7.99,1.542849838,1.6250011493
8,1.5430334996,1.6251770312
8.01,1.5432172269,1.6253529781
8.02,1.5434010198,1.6255289901
8.03,1.5435848784,1.6257050673
8.04,1.5437688027,1.6258812097
8.05,1.5439527928,1.6260574173
8.06,1.5441368487,1.6262336903
8.07,1.5443209704,1.6264100285
8.08,1.544505158,1.6265864321
8.09,1.5446894116,1.6267629011
8.1,1.544873731,1.6269394356
8.11,1.5450581165,1.6271160355
8.12,1.545242568,1.627292701
8.13,1.5454270856,1.627469432
8.14,1.5456116693,1.6276462287
8.15,1.5457963192,1.6278230909
8.16,1.5459810353,1.6280000189
8.17,1.5461658175,1.6281770125
8.18,1.5463506661,1.628354072
8.19,1.546535581,1.6285311972
8.2,1.5467205622,1.6287083882
8.21,1.5469056098,1.6288856452
8.22,1.5470907239,1.629062968
8.23,1.5472759044,1.6292403569
8.24,1.5474611515,1.6294178117
8.25,1.5476464651,1.6295953325
8.26,1.5478318453,1.6297729195
8.27,1.5480172921,1.6299505725
8.28,1.5482028056,1.6301282917
8.29,1.5483883858,1.6303060771
8.3,1.5485740327,1.6304839288
8.31,1.5487597464,1.6306618467
8.32,1.548945527,1.630839831
8.33,1.5491313745,1.6310178816
8.34,1.5493172888,1.6311959986
8.35,1.5495032701,1.631374182
8.36,1.5496893184,1.6315524319
8.37,1.5498754338,1.6317307484
8.38,1.5500616162,1.6319091314
8.39,1.5502478657,1.632087581
8.4,1.5504341824,1.6322660973
8.41,1.5506205662,1.6324446802
8.42,1.5508070173,1.6326233299
8.43,1.5509935357,1.6328020463
8.44,1.5511801214,1.6329808295
8.45,1.5513667744,1.6331596796
8.46,1.5515534949,1.6333385966
8.47,1.5517402828,1.6335175804
8.48,1.5519271381,1.6336966313
8.49,1.552114061,1.6338757492
8.5,1.5523010514,1.6340549341
8.51,1.5524881094,1.6342341861
8.52,1.5526752351,1.6344135052
8.53,1.5528624285,1.6345928915
8.54,1.5530496895,1.6347723451
8.55,1.5532370184,1.6349518658
8.56,1.553424415,1.6351314539
8.57,1.5536118795,1.6353111093
8.58,1.5537994118,1.6354908321
8.59,1.5539870121,1.6356706223
8.6,1.5541746804,1.63585048
8.61,1.5543624167,1.6360304051
8.62,1.554550221,1.6362103978
8.63,1.5547380934,1.6363904581
8.64,1.5549260339,1.6365705861
8.65,1.5551140426,1.6367507816
8.66,1.5553021196,1.6369310449
8.67,1.5554902647,1.637111376
8.68,1.5556784782,1.6372917748
8.69,1.55586676,1.6374722415
8.7,1.5560551102,1.637652776
8.71,1.5562435288,1.6378333785
8.72,1.5564320159,1.6380140489
8.73,1.5566205715,1.6381947873
8.74,1.5568091956,1.6383755937
8.75,1.5569978883,1.6385564683
8.76,1.5571866497,1.6387374109
8.77,1.5573754797,1.6389184218
8.78,1.5575643784,1.6390995008
8.79,1.5577533459,1.6392806481
8.8,1.5579423821,1.6394618636
8.81,1.5581314872,1.6396431475
8.82,1.5583206612,1.6398244998
8.83,1.5585099041,1.6400059205
8.84,1.558699216,1.6401874097
8.85,1.5588885968,1.6403689673
8.86,1.5590780468,1.6405505936
8.87,1.5592675657,1.6407322883
8.88,1.5594571539,1.6409140518
8.89,1.5596468112,1.6410958838
8.9,1.5598365377,1.6412777846
8.91,1.5600263335,1.6414597542
8.92,1.5602161985,1.6416417926
8.93,1.5604061329,1.6418238997
8.94,1.5605961367,1.6420060758
8.95,1.56078621,1.6421883208
8.96,1.5609763526,1.6423706348
8.97,1.5611665648,1.6425530178
8.98,1.5613568466,1.6427354698
8.99,1.5615471979,1.6429179909
9,1.5617376189,1.6431005812
9.01,1.5619281095,1.6432832406
9.02,1.5621186699,1.6434659693
9.03,1.5623093001,1.6436487672
9.04,1.5625,1.6438316344
9.05,1.5626907698,1.644014571
9.06,1.5628816095,1.644197577
9.07,1.5630725191,1.6443806524
9.08,1.5632634987,1.6445637973
9.09,1.5634545483,1.6447470117
9.1,1.563645668,1.6449302957
9.11,1.5638368578,1.6451136493
9.12,1.5640281177,1.6452970726
9.13,1.5642194479,1.6454805655
9.14,1.5644108482,1.6456641282
9.15,1.5646023189,1.6458477607
9.16,1.5647938598,1.6460314629
9.17,1.5649854711,1.6462152351
9.18,1.5651771529,1.6463990772
9.19,1.565368905,1.6465829892
9.2,1.5655607277,1.6467669712
9.21,1.5657526209,1.6469510233
9.22,1.5659445847,1.6471351454
9.23,1.5661366191,1.6473193377
9.24,1.5663287242,1.6475036001
9.25,1.5665209,1.6476879328
9.26,1.5667131465,1.6478723357
9.27,1.5669054638,1.6480568089
9.28,1.567097852,1.6482413525
9.29,1.5672903111,1.6484259664
9.3,1.5674828411,1.6486106508
9.31,1.567675442,1.6487954057
9.32,1.567868114,1.6489802311
9.33,1.568060857,1.649165127
9.34,1.5682536711,1.6493500936
9.35,1.5684465564,1.6495351308
9.36,1.5686395128,1.6497202387
9.37,1.5688325405,1.6499054174
9.38,1.5690256395,1.6500906668
9.39,1.5692188098,1.6502759871
9.4,1.5694120514,1.6504613782
9.41,1.5696053645,1.6506468403
9.42,1.569798749,1.6508323733
9.43,1.569992205,1.6510179773
9.44,1.5701857326,1.6512036524
9.45,1.5703793317,1.6513893986
9.46,1.5705730024,1.6515752159
9.47,1.5707667449,1.6517611044
9.48,1.570960559,1.6519470641
9.49,1.5711544449,1.6521330951
9.5,1.5713484026,1.6523191974
9.51,1.5715424322,1.6525053711
9.52,1.5717365337,1.6526916162
9.53,1.571930707,1.6528779327
9.54,1.5721249524,1.6530643207
9.55,1.5723192698,1.6532507803
9.56,1.5725136593,1.6534373114
9.57,1.5727081209,1.6536239142
9.58,1.5729026547,1.6538105887
9.59,1.5730972606,1.6539973349
9.6,1.5732919388,1.6541841528
9.61,1.5734866893,1.6543710425
9.62,1.5736815122,1.6545580041
9.63,1.5738764074,1.6547450376
9.64,1.5740713751,1.6549321431
9.65,1.5742664152,1.6551193205
9.66,1.5744615278,1.65530657
9.67,1.574656713,1.6554938915
9.68,1.5748519709,1.6556812852
9.69,1.5750473013,1.6558687511
9.7,1.5752427045,1.6560562891
9.71,1.5754381804,1.6562438994
9.72,1.5756337292,1.6564315821
9.73,1.5758293507,1.656619337
9.74,1.5760250451,1.6568071644
9.75,1.5762208125,1.6569950642
9.76,1.5764166528,1.6571830365
9.77,1.5766125661,1.6573710814
9.78,1.5768085525,1.6575591988
9.79,1.577004612,1.6577473888
9.8,1.5772007447,1.6579356516
9.81,1.5773969505,1.658123987
9.82,1.5775932296,1.6583123952
9.83,1.577789582,1.6585008762
9.84,1.5779860077,1.65868943
9.85,1.5781825068,1.6588780568
9.86,1.5783790794,1.6590667565
9.87,1.5785757254,1.6592555292
9.88,1.5787724449,1.6594443749
9.89,1.578969238,1.6596332937
9.9,1.5791661046,1.6598222857
9.91,1.579363045,1.6600113508
9.92,1.579560059,1.6602004891
9.93,1.5797571468,1.6603897008
9.94,1.5799543084,1.6605789857
9.95,1.5801515438,1.660768344
9.96,1.5803488531,1.6609577757
9.97,1.5805462363,1.6611472808
9.98,1.5807436935,1.6613368595
9.99,1.5809412248,1.6615265117
10,1.5811388301,1.6617162375
10.01,1.5813365095,1.6619060369
10.02,1.5815342631,1.66209591
10.03,1.5817320909,1.6622858569
10.04,1.5819299929,1.6624758775
10.05,1.5821279693,1.6626659719
10.06,1.58232602,1.6628561403
10.07,1.5825241451,1.6630463825
10.08,1.5827223446,1.6632366987
10.09,1.5829206186,1.663427089
10.1,1.5831189672,1.6636175533
10.11,1.5833173903,1.6638080917
10.12,1.583515888,1.6639987042
10.13,1.5837144605,1.664189391
10.14,1.5839131076,1.664380152
10.15,1.5841118296,1.6645709873
10.16,1.5843106263,1.6647618969
10.17,1.5845094979,1.664952881
10.18,1.5847084444,1.6651439394
10.19,1.5849074659,1.6653350724
10.2,1.5851065624,1.6655262799
10.21,1.5853057339,1.665717562
10.22,1.5855049805,1.6659089187
10.23,1.5857043023,1.66610035
10.24,1.5859036992,1.6662918561
10.25,1.5861031714,1.666483437
10.26,1.5863027189,1.6666750927
10.27,1.5865023417,1.6668668232
10.28,1.5867020399,1.6670586287
10.29,1.5869018136,1.6672505091
10.3,1.5871016627,1.6674424645
10.31,1.5873015873,1.667634495
10.32,1.5875015875,1.6678266006
10.33,1.5877016633,1.6680187813
10.34,1.5879018148,1.6682110373
10.35,1.588102042,1.6684033684
10.36,1.588302345,1.6685957749
10.37,1.5885027237,1.6687882568
10.38,1.5887031784,1.668980814
10.39,1.5889037089,1.6691734466
10.4,1.5891043154,1.6693661548
10.41,1.5893049979,1.6695589385
10.42,1.5895057564,1.6697517977
10.43,1.5897065911,1.6699447326
10.44,1.5899075019,1.6701377432
10.45,1.5901084889,1.6703308295
10.46,1.5903095521,1.6705239916
10.47,1.5905106916,1.6707172295
10.48,1.5907119074,1.6709105433
10.49,1.5909131997,1.671103933
10.5,1.5911145684,1.6712973987
10.51,1.5913160135,1.6714909404
10.52,1.5915175352,1.6716845582
10.53,1.5917191335,1.6718782521
10.54,1.5919208084,1.6720720221
10.55,1.5921225599,1.6722658684
10.56,1.5923243882,1.672459791
10.57,1.5925262933,1.6726537898
10.58,1.5927282752,1.6728478651
10.59,1.592930334,1.6730420167
10.6,1.5931324697,1.6732362448
10.61,1.5933346824,1.6734305494
10.62,1.593536972,1.6736249306
10.63,1.5937393388,1.6738193883
10.64,1.5939417827,1.6740139228
10.65,1.5941443037,1.6742085339
10.66,1.5943469019,1.6744032218
10.67,1.5945495774,1.6745979865
10.68,1.5947523303,1.674792828
10.69,1.5949551605,1.6749877465
10.7,1.5951580681,1.6751827419
10.71,1.5953610531,1.6753778143
10.72,1.5955641157,1.6755729638
10.73,1.5957672558,1.6757681904
10.74,1.5959704735,1.6759634941
10.75,1.5961737689,1.676158875
10.76,1.596377142,1.6763543332
10.77,1.5965805929,1.6765498687
10.78,1.5967841216,1.6767454815
10.79,1.5969877281,1.6769411718
10.8,1.5971914125,1.6771369395
10.81,1.5973951749,1.6773327846
10.82,1.5975990153,1.6775287074
10.83,1.5978029337,1.6777247077
10.84,1.5980069303,1.6779207857
10.85,1.598211005,1.6781169414
10.86,1.5984151579,1.6783131749
10.87,1.598619389,1.6785094861
10.88,1.5988236985,1.6787058752
10.89,1.5990280863,1.6789023422
10.9,1.5992325525,1.6790988872
10.91,1.5994370972,1.6792955102
10.92,1.5996417204,1.6794922112
10.93,1.5998464221,1.6796889903
10.94,1.6000512025,1.6798858476
10.95,1.6002560615,1.6800827831
10.96,1.6004609992,1.6802797968
10.97,1.6006660156,1.6804768889
10.98,1.6008711109,1.6806740593
10.99,1.601076285,1.6808713081
11,1.6012815381,1.6810686354
11.01,1.60148687,1.6812660412
11.02,1.601692281,1.6814635255
11.03,1.6018977711,1.6816610885
11.04,1.6021033403,1.6818587301
11.05,1.6023089886,1.6820564505
11.06,1.6025147162,1.6822542496
11.07,1.602720523,1.6824521275
11.08,1.6029264091,1.6826500843
11.09,1.6031323746,1.68284812
11.1,1.6033384195,1.6830462347
11.11,1.6035445439,1.6832444284
11.12,1.6037507477,1.6834427012
11.13,1.6039570312,1.6836410531
11.14,1.6041633943,1.6838394842
11.15,1.604369837,1.6840379945
11.16,1.6045763595,1.6842365841
11.17,1.6047829618,1.684435253
11.18,1.6049896438,1.6846340013
11.19,1.6051964058,1.6848328291
11.2,1.6054032477,1.6850317363
11.21,1.6056101695,1.6852307231
11.22,1.6058171714,1.6854297894
11.23,1.6060242534,1.6856289354
11.24,1.6062314155,1.6858281611
11.25,1.6064386578,1.6860274666
11.26,1.6066459803,1.6862268518
11.27,1.6068533832,1.6864263169
11.28,1.6070608663,1.6866258619
11.29,1.6072684299,1.6868254869
11.3,1.6074760739,1.6870251918
11.31,1.6076837984,1.6872249769
11.32,1.6078916035,1.687424842
11.33,1.6080994891,1.6876247873
11.34,1.6083074554,1.6878248128
11.35,1.6085155024,1.6880249186
11.36,1.6087236302,1.6882251047
11.37,1.6089318388,1.6884253712
11.38,1.6091401283,1.6886257181
11.39,1.6093484986,1.6888261455
11.4,1.6095569499,1.6890266534
11.41,1.6097654823,1.6892272419
11.42,1.6099740957,1.6894279111
11.43,1.6101827903,1.6896286609
11.44,1.610391566,1.6898294915
11.45,1.610600423,1.6900304029
11.46,1.6108093612,1.6902313951
11.47,1.6110183808,1.6904324682
11.48,1.6112274817,1.6906336223
11.49,1.6114366641,1.6908348574
11.5,1.6116459281,1.6910361736
11.51,1.6118552735,1.6912375708
11.52,1.6120647005,1.6914390493
11.53,1.6122742092,1.691640609
11.54,1.6124837997,1.6918422499
11.55,1.6126934718,1.6920439722
11.56,1.6129032258,1.6922457758
11.57,1.6131130617,1.6924476609
11.58,1.6133229794,1.6926496275
11.59,1.6135329792,1.6928516756
11.6,1.6137430609,1.6930538054
11.61,1.6139532248,1.6932560167
11.62,1.6141634707,1.6934583098
11.63,1.6143737989,1.6936606847
11.64,1.6145842093,1.6938631413
11.65,1.614794702,1.6940656798
11.66,1.615005277,1.6942683003
11.67,1.6152159345,1.6944710027
11.68,1.6154266744,1.6946737872
11.69,1.6156374968,1.6948766537
11.7,1.6158484018,1.6950796024
11.71,1.6160593893,1.6952826332
11.72,1.6162704596,1.6954857463
11.73,1.6164816126,1.6956889417
11.74,1.6166928483,1.6958922195
11.75,1.6169041669,1.6960955797
11.76,1.6171155684,1.6962990223
11.77,1.6173270528,1.6965025475
11.78,1.6175386202,1.6967061552
11.79,1.6177502707,1.6969098456
11.8,1.6179620042,1.6971136186
11.81,1.6181738209,1.6973174744
11.82,1.6183857209,1.6975214129
11.83,1.6185977041,1.6977254343
11.84,1.6188097706,1.6979295387
11.85,1.6190219205,1.6981337259
11.86,1.6192341538,1.6983379962
11.87,1.6194464706,1.6985423496
11.88,1.619658871,1.6987467861
11.89,1.6198713549,1.6989513057
11.9,1.6200839225,1.6991559086
11.91,1.6202965738,1.6993605948
11.92,1.6205093089,1.6995653643
11.93,1.6207221278,1.6997702172
11.94,1.6209350305,1.6999751536
11.95,1.6211480172,1.7001801734
11.96,1.6213610878,1.7003852769
11.97,1.6215742425,1.7005904639
11.98,1.6217874813,1.7007957347
11.99,1.6220008042,1.7010010891
12,1.6222142113,1.7012065274
12.01,1.6224277027,1.7014120495
12.02,1.6226412784,1.7016176555
12.03,1.6228549384,1.7018233455
12.04,1.6230686829,1.7020291194
12.05,1.6232825119,1.7022349774
12.06,1.6234964253,1.7024409196
12.07,1.6237104234,1.7026469459
12.08,1.6239245062,1.7028530565
12.09,1.6241386736,1.7030592514
12.1,1.6243529258,1.7032655306
12.11,1.6245672628,1.7034718942
12.12,1.6247816846,1.7036783423
12.13,1.6249961914,1.7038848749
12.14,1.6252107832,1.704091492
12.15,1.62542546,1.7042981938
12.16,1.6256402219,1.7045049803
12.17,1.625855069,1.7047118515
12.18,1.6260700012,1.7049188075
12.19,1.6262850187,1.7051258484
12.2,1.6265001216,1.7053329742
12.21,1.6267153098,1.705540185
12.22,1.6269305834,1.7057474808
12.23,1.6271459426,1.7059548616
12.24,1.6273613873,1.7061623276
12.25,1.6275769175,1.7063698788
12.26,1.6277925335,1.7065775153
12.27,1.6280082351,1.7067852371
12.28,1.6282240226,1.7069930442
12.29,1.6284398958,1.7072009368
12.3,1.628655855,1.7074089149
12.31,1.6288719,1.7076169785
12.32,1.6290880311,1.7078251277
12.33,1.6293042483,1.7080333625
12.34,1.6295205515,1.7082416831
12.35,1.6297369409,1.7084500894
12.36,1.6299534166,1.7086585816
12.37,1.6301699785,1.7088671596
12.38,1.6303866268,1.7090758236
12.39,1.6306033615,1.7092845736
12.4,1.6308201826,1.7094934097
12.41,1.6310370903,1.7097023319
12.42,1.6312540845,1.7099113402
12.43,1.6314711654,1.7101204348
12.44,1.6316883329,1.7103296157
12.45,1.6319055872,1.7105388829
12.46,1.6321229283,1.7107482366
12.47,1.6323403562,1.7109576767
12.48,1.6325578711,1.7111672033
12.49,1.632775473,1.7113768165
12.5,1.6329931619,1.7115865164
12.51,1.6332109378,1.7117963029
12.52,1.633428801,1.7120061762
12.53,1.6336467513,1.7122161364
12.54,1.6338647889,1.7124261834
12.55,1.6340829138,1.7126363173
12.56,1.6343011262,1.7128465382
12.57,1.6345194259,1.7130568462
12.58,1.6347378132,1.7132672413
12.59,1.634956288,1.7134777236
12.6,1.6351748504,1.7136882931
12.61,1.6353935005,1.7138989499
12.62,1.6356122384,1.714109694
12.63,1.635831064,1.7143205255
12.64,1.6360499775,1.7145314445
12.65,1.6362689789,1.714742451
12.66,1.6364880683,1.7149535451
12.67,1.6367072457,1.7151647269
12.68,1.6369265112,1.7153759963
12.69,1.6371458648,1.7155873536
12.7,1.6373653067,1.7157987986
12.71,1.6375848368,1.7160103315
12.72,1.6378044552,1.7162219524
12.73,1.638024162,1.7164336612
12.74,1.6382439573,1.7166454581
12.75,1.638463841,1.7168573432
12.76,1.6386838134,1.7170693164
12.77,1.6389038743,1.7172813778
12.78,1.6391240239,1.7174935276
12.79,1.6393442623,1.7177057657
12.8,1.6395645895,1.7179180922
12.81,1.6397850055,1.7181305072
12.82,1.6400055104,1.7183430108
12.83,1.6402261044,1.7185556029
12.84,1.6404467873,1.7187682837
12.85,1.6406675594,1.7189810533
12.86,1.6408884206,1.7191939116
12.87,1.641109371,1.7194068587
12.88,1.6413304107,1.7196198948
12.89,1.6415515398,1.7198330198
12.9,1.6417727583,1.7200462339
12.91,1.6419940662,1.720259537
12.92,1.6422154636,1.7204729292
12.93,1.6424369506,1.7206864107
12.94,1.6426585273,1.7208999815
12.95,1.6428801936,1.7211136415
12.96,1.6431019498,1.721327391
12.97,1.6433237957,1.7215412299
12.98,1.6435457315,1.7217551583
12.99,1.6437677573,1.7219691763
13,1.6439898731,1.7221832839
13.01,1.6442120789,1.7223974812
13.02,1.6444343749,1.7226117683
13.03,1.644656761,1.7228261452
13.04,1.6448792374,1.723040612
13.05,1.6451018041,1.7232551687
13.06,1.6453244612,1.7234698154
13.07,1.6455472087,1.7236845522
13.08,1.6457700467,1.7238993791
13.09,1.6459929752,1.7241142961
13.1,1.6462159944,1.7243293035
13.11,1.6464391043,1.7245444011
13.12,1.6466623048,1.7247595891
13.13,1.6468855962,1.7249748676
13.14,1.6471089785,1.7251902365
13.15,1.6473324516,1.725405696
13.16,1.6475560158,1.7256212462
13.17,1.647779671,1.725836887
13.18,1.6480034173,1.7260526185
13.19,1.6482272548,1.7262684409
13.2,1.6484511835,1.7264843541
13.21,1.6486752035,1.7267003583
13.22,1.6488993149,1.7269164534
13.23,1.6491235176,1.7271326397
13.24,1.6493478119,1.727348917
13.25,1.6495721977,1.7275652855
13.26,1.6497966751,1.7277817453
13.27,1.6500212442,1.7279982963
13.28,1.650245905,1.7282149388
13.29,1.6504706576,1.7284316727
13.3,1.650695502,1.728648498
13.31,1.6509204384,1.728865415
13.32,1.6511454667,1.7290824235
13.33,1.6513705871,1.7292995238
13.34,1.6515957996,1.7295167158
13.35,1.6518211042,1.7297339996
13.36,1.6520465011,1.7299513753
13.37,1.6522719903,1.7301688429
13.38,1.6524975719,1.7303864025
13.39,1.6527232458,1.7306040542
13.4,1.6529490123,1.7308217981
13.41,1.6531748713,1.7310396341
13.42,1.6534008229,1.7312575624
13.43,1.6536268671,1.731475583
13.44,1.6538530041,1.731693696
13.45,1.6540792339,1.7319119014
13.46,1.6543055566,1.7321301994
13.47,1.6545319722,1.7323485899
13.48,1.6547584808,1.7325670731
13.49,1.6549850824,1.7327856489
13.5,1.6552117772,1.7330043176
13.51,1.6554385651,1.7332230791
13.52,1.6556654463,1.7334419334
13.53,1.6558924208,1.7336608808
13.54,1.6561194887,1.7338799212
13.55,1.65634665,1.7340990546
13.56,1.6565739048,1.7343182813
13.57,1.6568012532,1.7345376011
13.58,1.6570286952,1.7347570142
13.59,1.6572562309,1.7349765207
13.6,1.6574838603,1.7351961206
13.61,1.6577115836,1.735415814
13.62,1.6579394008,1.7356356009
13.63,1.6581673119,1.7358554815
13.64,1.658395317,1.7360754557
13.65,1.6586234162,1.7362955236
13.66,1.6588516096,1.7365156854
13.67,1.6590798972,1.736735941
13.68,1.659308279,1.7369562906
13.69,1.6595367552,1.7371767342
13.7,1.6597653258,1.7373972718
13.71,1.6599939908,1.7376179036
13.72,1.6602227504,1.7378386296
13.73,1.6604516046,1.7380594498
13.74,1.6606805535,1.7382803644
13.75,1.6609095971,1.7385013734
13.76,1.6611387355,1.7387224768
13.77,1.6613679687,1.7389436748
13.78,1.6615972969,1.7391649673
13.79,1.6618267201,1.7393863545
13.8,1.6620562383,1.7396078365
13.81,1.6622858516,1.7398294132
13.82,1.6625155602,1.7400510848
13.83,1.662745364,1.7402728513
13.84,1.6629752631,1.7404947129
13.85,1.6632052576,1.7407166694
13.86,1.6634353476,1.7409387211
13.87,1.663665533,1.741160868
13.88,1.6638958141,1.7413831102
13.89,1.6641261908,1.7416054476
13.9,1.6643566632,1.7418278805
13.91,1.6645872315,1.7420504088
13.92,1.6648178955,1.7422730327
13.93,1.6650486555,1.7424957521
13.94,1.6652795115,1.7427185672
13.95,1.6655104635,1.742941478
13.96,1.6657415116,1.7431644846
13.97,1.6659726559,1.7433875871
13.98,1.6662038965,1.7436107855
13.99,1.6664352334,1.7438340799
14,1.6666666667,1.7440574704
14.01,1.6668981964,1.744280957
14.02,1.6671298226,1.7445045398
14.03,1.6673615454,1.7447282189
14.04,1.6675933649,1.7449519943
14.05,1.6678252811,1.7451758661
14.06,1.6680572941,1.7453998343
14.07,1.6682894039,1.7456238991
14.08,1.6685216107,1.7458480605
14.09,1.6687539144,1.7460723186
14.1,1.6689863152,1.7462966734
14.11,1.6692188131,1.7465211251
14.12,1.6694514082,1.7467456736
14.13,1.6696841006,1.746970319
14.14,1.6699168903,1.7471950615
14.15,1.6701497774,1.7474199011
14.16,1.670382762,1.7476448378
14.17,1.670615844,1.7478698717
14.18,1.6708490237,1.7480950029
14.19,1.6710823011,1.7483202315
14.2,1.6713156762,1.7485455575
14.21,1.6715491491,1.748770981
14.22,1.6717827198,1.748996502
14.23,1.6720163885,1.7492221207
14.24,1.6722501552,1.7494478371
14.25,1.67248402,1.7496736512
14.26,1.6727179829,1.7498995632
14.27,1.6729520441,1.7501255732
14.28,1.6731862035,1.750351681
14.29,1.6734204613,1.750577887
14.3,1.6736548175,1.750804191
14.31,1.6738892722,1.7510305933
14.32,1.6741238255,1.7512570938
14.33,1.6743584773,1.7514836926
14.34,1.6745932279,1.7517103898
14.35,1.6748280773,1.7519371855
14.36,1.6750630254,1.7521640797
14.37,1.6752980725,1.7523910725
14.38,1.6755332186,1.752618164
14.39,1.6757684637,1.7528453543
14.4,1.6760038079,1.7530726433
14.41,1.6762392513,1.7533000313
14.42,1.6764747939,1.7535275182
14.43,1.6767104359,1.7537551041
14.44,1.6769461773,1.7539827892
14.45,1.6771820181,1.7542105733
14.46,1.6774179584,1.7544384568
14.47,1.6776539984,1.7546664395
14.48,1.677890138,1.7548945216
14.49,1.6781263774,1.7551227032
14.5,1.6783627166,1.7553509843
